ID,PwsID,WaterSystemName,WaterSystemCounty,PSCODE,DISTRICT,SchoolName,SchoolAddress,SchoolCounty,SchoolSiteName,SAMPLE_DATE,RESULT,RPT_UNIT,Action_Level_Exceedance?,ALE_Follow_Up_Action,ALE_Follow_Up_Status
14853,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-CAB-A,San Diego Unified,Dewey Elementary,3251 Rosecrans Street San Diego CA 92110-4835,San Diego,CDC Rooms 15-22 Room 18 classroom sink/faucet bubbler at sink,2017-05-24,5.0,UG/L,No,,
3912,CA1010007,CITY OF FRESNO,FRESNO,1010007-AGC-A,Fresno Unified,Dewolf Continuation High,2445 W Dakota Fresno CA 93703-2124,Fresno,Â® Fount By Cafeteria Manager		,2018-06-22,5.0,UG/L,No,,
3247,CA0710003,CONTRA COSTA WATER DISTRICT,CONTRA COSTA,0710003-ABB-A,Mt Diablo Unified,Diablo Community Day,1026 Mohr Lane Concord CA 94518-3833,Contra Costa,Df in lobby,2017-12-20,5.0,UG/L,No,,
3450,CA0710003,CONTRA COSTA WATER DISTRICT,CONTRA COSTA,0710003-AFA-C,Mt Diablo Unified,Diablo View Middle,300 Diablo View Lane Clayton CA 94517-1600,Contra Costa,Prep sink in kitchenÂ ,2018-01-17,14.0,UG/L,No,,
1965,CA0110005,EAST BAY MUD,ALAMEDA,0110005-CFG-A,San Ramon Valley Unified,Diablo Vista Middle,4100 Camino Tassajara Danville CA 94506-4700,Contra Costa,Tap	Tap in staff lounge,2018-01-09,5.0,UG/L,No,,
9387,CA3110008,CITY OF ROSEVILLE,PLACER,3110008-ABB-A,Roseville City Elementary,Diamond Creek Elementary,3151 Hopscotch Way Roseville CA 95747-7163,Placer,1,2017-12-05,5.0,UG/L,No,,
5361,CA1910026,COMPTON-CITY WATER DEPT,LOS ANGELES,1910026-AAF-A,Compton Unified,Dickison Elementary,905 North Aranbe Street Compton CA 90220-2023,Los Angeles,drinking fountain,2018-05-01,5.0,UG/L,No,,
13524,CA3710010,HELIX WATER DISTRICT,SAN DIEGO,3710010-AGJ-A,Julian Union Elementary,Diego Valley Charter,511 North 2nd Street El Cajon CA 92021-6449,San Diego,Hallway DF R side,2017-10-13,5.0,UG/L,No,,
15320,CA3710029,OLIVENHAIN MWD,SAN DIEGO,3710029-AAC-B,San Dieguito Union High,Diegueno Middle,2150 Village Park Way Encinitas CA 92024-5400,San Diego,PE Building drinking fountain outside,2017-05-24,5.0,UG/L,No,,
14453,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-BCA-A,San Diego Unified,Dingeman Elementary,11840 Scripps Creek Drive San Diego CA 92131-3701,San Diego,near Lunch Arbor Between boys & girls RR and Custodian closet door single bubbler right of triple bubbler fountain,2017-04-27,5.0,UG/L,No,,
20257,CA5710006,CITY OF WOODLAND,YOLO,5710006-AAC-C,Woodland Joint Unified,Dingle Elementary,625 Elm Street Woodland CA 95695-3921,Yolo,Classroom #2 DF,2018-01-31,63.0,UG/L,No,,
18081,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-BDF-A,Santa Clara County Office of Education,Discovery Charter,4021 Teale Avenue San Jose CA 95117-3433,Santa Clara,Sample Location 1,2017-12-15,5.0,UG/L,No,,
18086,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-BDG-A,Santa Clara County Office of Education,Discovery Charter II,762 Sunset Glen Drive San Jose CA 95123,Santa Clara,Sample Location 1,2017-12-15,5.0,UG/L,No,,
5010,CA1510055,CWS - NORTH GARDEN,KERN,1510055-AAF-A,Fruitvale Elementary,Discovery Elementary,7500 Vaquero Avenue Bakersfield CA 93308-6431,Kern,S1 DF mpb next to rm 603,2018-04-12,5.0,UG/L,No,,
12686,CA3610052,VICTORVILLE WATER DISTRICT,SAN BERNARDINO,3610052-ACI-A,Victor Elementary,Discovery School of the Arts,13247 Amethyst Road Victorville CA 92392,San Bernardino,Staff Lounge Faucet,2018-03-16,5.0,UG/L,No,,
13750,CA3710014,OCEANSIDE CITY OF,SAN DIEGO,3710014-ADB-A,Oceanside Unified School District,Ditmar Elementary School,1125 South Ditmar St Oceanside CA 92054,San Diego,1,2017-04-18,5.0,UG/L,No,,
6870,CA2110002,MARIN MUNICIPAL WATER DISTRICT,MARIN,2110002-AAD-A,Dixie Elementary,Dixie Elementary,1175 Idylberry Drive San Rafael CA 94903-1131,Marin,Multipurpose Bld DF,2017-09-21,5.0,UG/L,No,,
5796,CA1910105,PARAMOUNT - CITY WATER DEPT,LOS ANGELES,1910105-AAD-E,Compton Unified,Dominguez High,15301 South San Jose Avenue Compton CA 90221-3131,Los Angeles,East of Gym Outside Drinking Fountain Outside Quad Assembly Area,2018-05-02,53.0,UG/L,No,,
5907,CA1910124,PASADENA-CITY WATER DEPT,LOS ANGELES,1910124-ABJ-A,Pasadena Unified,Don Benito Fundamental,3700 Denair Street Pasadena CA 91107-1303,Los Angeles,DBES-1-A,2017-10-05,5.0,UG/L,No,,
9046,CA3010073,MOULTON NIGUEL WATER DISTRICT,ORANGE,3010073-ABG-A,Capistrano Unified,Don Juan Avila Elementary,26278 Wood Canyon Drive Aliso Viejo CA 92656-8060,Orange,Near Lunch Tables(Left Side),2018-05-22,5.0,UG/L,No,,
19624,CA5010028,CERES CITY OF,STANISLAUS,5010028-AAJ-A,Ceres Unified,Don Pedro Elementary,2300 Don Pedro Road Ceres CA 95307-4134,Stanislaus,Multipurpose Kitchen - Hand Sink ,2018-02-28,5.0,UG/L,No,,
7232,CA2410009,CITY OF MERCED,MERCED,2410009-ABF-A,Merced City Elementary,Don Stowell Elementary,251 East 11th Street Merced CA 95340-6228,Merced,West Side Near YEP,2017-09-14,5.0,UG/L,No,,
4906,CA1510031,BAKERSFIELD CITY OF,KERN,1510031-AAJ-A,Lakeside Union,Donald E Suburu,7315 Harris Road Bakersfield CA 93313-9326,Kern,S1 DF Sink bldg 200 rm 201,2017-11-17,5.0,UG/L,No,,
10035,CA3310012,ELSINORE VALLEY MWD,RIVERSIDE,3310012-ABD-A,Lake Elsinore Unified,Donald Graham Elementary,35450 Frederick Street Wildomar CA 92595-9686,Riverside,Kitchen,2018-04-25,5.0,UG/L,No,,
18288,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-BJA-A,Alum Rock Union Elementary,Donald J Meyer Elementary,1824 Daytona Drive San Jose CA 95122-1719,Santa Clara,Sample Location 1,2018-03-15,5.0,UG/L,No,,
923,CA0110005,EAST BAY MUD,ALAMEDA,0110005-BAE-A,Moraga Elementary,Donald L Rheem Elementary,90 Laird Drive Moraga CA 94556-1407,Contra Costa,Water Dispenser	Roadrunner club building outside drinking dispenser,2017-11-17,5.0,UG/L,No,,
8752,CA3010062,CITY OF GARDEN GROVE,ORANGE,3010062-AAD-A,Garden Grove Unified,Donald S Jordan Intermediate,9821 Woodbury Road Garden Grove CA 92844-2835,Orange,Building A Teachers lounge,2018-04-19,5.0,UG/L,No,,
7177,CA2410009,CITY OF MERCED,MERCED,2410009-AAE-A,Merced City Elementary,Donn B Chenoweth Elementary,3200 Parsons Avenue Merced CA 95340-1624,Merced,South east side of circular classroom bldg,2017-09-22,11.0,UG/L,No,,
4234,CA1310002,CALEXICO CITY OF,IMPERIAL,1310002-AAB-B,Calexico Unified,Dool Elementary,800 Encinas Avenue Calexico CA 92231-2559,Imperial,40s Wing Eastside,2018-05-16,17.0,UG/L,Yes,Contacted system response pending,Pending
12361,CA3610041,SAN GABRIEL VALLEY WC - FONTANA,SAN BERNARDINO,3610041-ABA-A,Fontana Unified,Dorothy Grant Elementary,7069 Isabel Lane Fontana CA 92336-5060,San Bernardino,Building C kitchen Sink ,2018-04-12,5.0,UG/L,No,,
9801,CA3310009,EASTERN MUNICIPAL WD,RIVERSIDE,3310009-AEB-A,Murrieta Valley Unified,Dorothy McElhinney Middle,35185 Briggs Rd Murrieta CA 92563-2346,Riverside,DMM #1 Kitchen,2018-05-01,5.0,UG/L,No,,
5408,CA1910034,DOWNEY - CITY WATER DEPT,LOS ANGELES,1910034-AAE-A,Downey Unified,Doty Middle,10301 South Woodruff Avenue Downey CA 90241-2944,Los Angeles,Drinking Fountain/ south-end of boys locker room at lunch area,2017-05-05,5.0,UG/L,No,,
13074,CA3710002,VALLECITOS WD,SAN DIEGO,3710002-ABE-A,San Marcos Unified School District,Double Peak K8 School,111 San Elijo Road San Marcos CA 92078,San Diego ,Gym DF,2017-03-14,5.0,UG/L,No,,
2833,CA0110009,DUBLIN SAN RAMON SERVICES DISTRICT,ALAMEDA,0110009-AAB-A,San Ramon Valley Unified,Dougherty Valley High,10550 Albion Road San Ramon CA 94582-2901,Contra Costa,4000 Wing East Side Drinking Fountain,2017-12-07,5.0,UG/L,No,,
4743,CA1510014,MOJAVE PUD,KERN,1510014-AAD-A,Mojave Unified,Douglas (East Kern Community School),3200 Pat Avenue Mojave CA 93501-1344,Kern,Outside Drinking Fountain,2018-05-01,5.0,UG/L,No,,
19693,CA5310001,WEAVERVILLE CSD,TRINITY,5310001-AAD-A,Douglas City Elementary,Douglas City Elementary,100 School Road Douglas City CA 96024-0280,Trinity,Cafeteria interior drinking fountain,2017-03-29,5.0,UG/L,No,,
4937,CA1510031,BAKERSFIELD CITY OF,KERN,1510031-ABH-A,Panama-Buena Vista Union,Douglas J Miller Elementary,7345 Mountain Ridge Drive Bakersfield CA 93313-5322,Kern,S1 DF rms 22-27 next to boys restrm north side,2017-12-13,5.0,UG/L,No,,
20310,CA5710006,CITY OF WOODLAND,YOLO,5710006-ABD-A,Woodland Joint Unified,Douglass Middle,525 Granada Drive Woodland CA 95695-4861,Yolo,MP Kitchen SM Double Sink,2018-03-14,5.0,UG/L,No,,
18639,CA4310020,CITY OF SAN JOSE - EVG/EDV/COY,SANTA CLARA,4310020-AAF-A,Evergreen Elementary,Dove Hill Elementary,1460 Colt Way San Jose CA 95121-1900,Santa Clara,Site 1,2018-01-12,5.0,UG/L,No,,
19142,CA4810003,CITY OF FAIRFIELD,SOLANO,4810003-ACA-A,Fairfield-Suisun Unified,Dover Academy,301 East Alaska Avenue Fairfield CA 94533-2222 ,Solano,Faucet in K-1,2018-05-03,5.0,UG/L,No,,
1005,CA0110005,EAST BAY MUD,ALAMEDA,0110005-BBJ-A,West Contra Costa Unified,Dover Elementary,1871 21st Street San Pablo CA 94806-4400,Contra Costa,Fountain	Drinking fountain in building A between girls A132 and boys A130,2017-11-18,5.0,UG/L,No,,
5411,CA1910034,DOWNEY - CITY WATER DEPT,LOS ANGELES,1910034-AAF-A,Downey Unified,Downey Adult,12340 Woodruff Avenue Downey CA 90241,Los Angeles,Drinking Fountain/ C-wing near C-12,2017-05-05,5.0,UG/L,No,,
5414,CA1910034,DOWNEY - CITY WATER DEPT,LOS ANGELES,1910034-AAG-A,Downey Unified,Downey High,11040 Brookshire Avenue Downey CA 90241-3816,Los Angeles,Drinking Fountain/ East wing by elevator,2017-05-05,5.0,UG/L,No,,
18983,CA4610002,DOWNIEVILLE PUBLIC UD,SIERRA,4610002-AAB-B,Sierra-Plumas Joint Unified,Downieville Elementary,130 School Street Downieville CA 95936-0396,Sierra,Elementary 2,2018-06-06,83.0,UG/L,No,,
18984,CA4610002,DOWNIEVILLE PUBLIC UD,SIERRA,4610002-AAC-A,Sierra-Plumas Joint Unified,Downieville Junior-Senior High,130 School St Downieville CA 95936,Sierra,Senior 1,2018-06-06,5.0,UG/L,No,,
4481,CA1510003,CWS - BAKERSFIELD,KERN,1510003-ACB-A,Bakersfield City,Downtown Elementary,2021 M Street Bakersfield CA 93301-4636,Kern,S1 DF-sink admin bldg breakroom,2017-11-07,5.0,UG/L,No,,
15909,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-AIH-A,San Francisco Unified,Downtown High,693 Vermont Street San Francisco CA 94107-2635,San Francisco,Lower drinking fountain of fountain-water bottle filling station unit across from Room 17 on 1st floor of Main Building,2017-12-12,36.0,UG/L,Yes,Fixture removed from service,Complete
14668,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-BGD-A,San Diego Unified,Doyle Elementary,3950 Berino Court San Diego CA 92122-1601,San Diego,Admin Building South side of Admin near RRs two single bubbler fountains upper right fountain,2017-05-09,5.0,UG/L,No,,
7851,CA3010001,CITY OF ANAHEIM,ORANGE,3010001-AAH-A,Magnolia Elementary,Dr Albert Schweitzer,229 South Dale Avenue Anaheim CA 92804-2006,Orange,MP K Bldg Kitchen Fruit Wash Faucet,2017-05-18,5.0,UG/L,No,,
6713,CA1910212,GSWC-SOUTH ARCADIA,LOS ANGELES,1910212-AAC-B,Temple City Unified,Dr Doug Sears Learning Center,9229 Pentland Street Temple City CA 91780-3736,Los Angeles,Sink faucent in admin building,2018-04-26,58.0,UG/L,No,,
4484,CA1510003,CWS - BAKERSFIELD,KERN,1510003-ACC-A,Bakersfield City,Dr Douglas K Fletcher Elementary,9801 Highland Knolls Drive Bakersfield CA 93306-2836,Kern,S1 DF cafeteria next to restrooms right side upper df,2017-11-02,5.0,UG/L,No,,
4489,CA1510003,CWS - BAKERSFIELD,KERN,1510003-ACD-A,Bakersfield City,Dr Juliet Thorner Elementary,5501 Thorner Street Bakersfield CA 93306-7300,Kern,S1 DF admin bldg next to restroom-Haynes rm,2017-11-02,5.0,UG/L,No,,
7840,CA3010001,CITY OF ANAHEIM,ORANGE,3010001-AAE-E,Magnolia Elementary,Dr Peter Marshall,2627 Crescent Avenue Anaheim CA 92801-4902,Orange,Rm 11A Outside Fountain (In front of #17 Ground Marker on Playground),2017-05-18,53.0,UG/L,No,,
15584,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-ABJ-A,San Francisco Unified,Drew (Charles) College Preparatory Academy,50 Pomona Avenue San Francisco CA 94124-2344,San Francisco,Upper drinking fountain between Inspector Test Room and girls restroom in courtyard ,2017-10-04,5.0,UG/L,No,,
10937,CA3410018,RIO LINDA/ELVERTA COMMUNITY WATER DIST,SACRAMENTO,3410018-AAB-A,Twin Rivers Unified,Dry Creek Elementary,1230 G Street Rio Linda CA 95673-4414,Sacramento,Building D Rm 17 DF,2017-05-16,5.0,UG/L,No,,
7559,CA2710017,MARINA COAST WATER DISTRICT,MONTEREY,2710017-AAC-A,Monterey Peninsula Unified,Dual Language Academy of the Monterey Peninsula,225 Normandy Road Seaside CA 93955-6396,Monterey,Drinking Fountain outside Room CR21,2017-05-11,6.0,UG/L,No,,
3053,CA0410003,DURHAM IRRIGATION DISTRICT,BUTTE,0410003-AAB-A,Durham Unified,Durham Elementary,9421 Putney Drive Durham CA 95938-9426,Butte,Main Building south west wall fountain,2018-08-14,5.0,UG/L,No,,
3059,CA0410003,DURHAM IRRIGATION DISTRICT,BUTTE,0410003-AAD-A,Durham Unified,Durham High,9455 Putney Drive Durham CA 95938-9426,Butte,Wood shop wall fountain,2018-08-14,5.0,UG/L,No,,
3056,CA0410003,DURHAM IRRIGATION DISTRICT,BUTTE,0410003-AAC-A,Durham Unified,Durham Intermediate,9416 Putney Drive Durham CA 95938-9426,Butte,Block Building Classrooms wall fountain,2018-08-14,5.0,UG/L,No,,
17347,CA4310009,CITY OF PALO ALTO,SANTA CLARA,4310009-AAC-A,Palo Alto Unified,Duveneck Elementary,705 Alester Avenue Palo Alto CA 94303-2859,Santa Clara,Drinking Fountain Rm 9A (AAC_A),2018-09-05,5.0,UG/L,No,,
18477,CA4310012,CITY OF SANTA CLARA,SANTA CLARA,4310012-AAB-A,Cupertino Union,Dwight D Eisenhower Elementary,277 Rodonovan Drive Santa Clara CA 95051-6656,Santa Clara,Sample Site No 1,2018-05-23,54.0,UG/L,No,,
13644,CA3710014,OCEANSIDE CITY OF,SAN DIEGO,3710014-ABA-A,Oceanside Unified,E G Garrison Elementary,333 Garrison Drive Oceanside CA 92054-4733,San Diego,3710014-GES-1,2017-04-05,5.0,UG/L,No,,
10244,CA3310038,RANCHO CALIFORNIA WATER DISTRICT,RIVERSIDE,3310038-ABI-A,Murrieta Valley Unified,E Hale Curran Elementary,40855 Chaco Canyon Road Murrieta CA 92562-1903,Riverside,Kitchen sink faucet,2018-05-09,93.0,UG/L,No,,
44,CA0110001,ALAMEDA COUNTY WATER DISTRICT,ALAMEDA,0110001-AAJ-A,Newark Unified,E L Musick Elementary,5735 Musick Avenue Newark CA 94560-2554,Alameda,Sink Water fountain: Rm #15,2017-05-24,5.0,UG/L,No,,
233,CA0110001,ALAMEDA COUNTY WATER DISTRICT,ALAMEDA,0110001-AFB-A,Fremont Unified,E M Grimmer Elementary,43030 Newport Drive Fremont CA 94538-6113,Alameda,Kitchen tap in two basin sink closest to refrigerator by doorÂ ,2018-05-18,5.0,UG/L,No,,
19091,CA4810003,CITY OF FAIRFIELD,SOLANO,4810003-AAJ-A,Fairfield-Suisun Unified,E Ruth Sheldon Academy of Innovative Learning,1901 Woolner Avenue Fairfield CA 94533-5809,Solano,Drinking Fountain located near faculty room,2018-03-15,5.0,UG/L,No,,
13460,CA3710010,HELIX WATER DISTRICT,SAN DIEGO,3710010-AFB-A,Cajon Valley Union,EJE Academies,851 South Johnson Avenue El Cajon CA 92020-5811,San Diego,Cafe OS Upper L DF,2017-05-11,5.0,UG/L,No,,
12162,CA3610036,CHINO HILLS CITY OF,SAN BERNARDINO,3610036-AAH-A,Chino Valley Unified,Eagle Canyon Elementary,13435 Eagle Canyon Drive Chino Hills CA 91709-1281,San Bernardino,Building A Kitchen Sink,2018-09-06,5.0,UG/L,No,,
3408,CA0710003,CONTRA COSTA WATER DISTRICT,CONTRA COSTA,0710003-AEB-A,Mt Diablo Unified,Eagle Peak Montessori,800 Hutchinson Road Walnut Creek CA 94598-4505,Contra Costa,Tap in the staff room,2018-01-17,5.0,UG/L,No,,
6677,CA1910211,LIBERTY UTILITIES - BELLFLOWER-NORWALK,LOS ANGELES,1910211-AAH-A,Norwalk-La Mirada Unified,Earl E Edmondson Elementary,15121 South Grayland Avenue Norwalk CA 90650-6627,Los Angeles,Cafeteria Kitchen Sink Faucet,2018-03-27,5.0,UG/L,No,,
5050,CA1610003,HANFORD CITY OF,KINGS,1610003-AAD-F,Hanford Joint Union High,Earl F Johnson High (Continuation),1201 North Douty Hanford CA 93230-2156,Kings,Distribution Source 2,2018-07-11,89.0,UG/L,Yes,Contacted system response pending,Pending
10596,CA3410009,FAIR OAKS WATER DISTRICT,SACRAMENTO,3410009-AAD-A,San Juan Unified,Earl Legette Elementary,4623 Kenneth Avenue Fair Oaks CA 95628-6242,Sacramento,MP Room,2017-09-12,5.0,UG/L,No,,
10095,CA3310012,ELSINORE VALLEY MWD,RIVERSIDE,3310012-ACC-Z,Lake Elsinore Unified,Earl Warren Elementary,41221 Rosetta Canyon Road Lake Elsinore CA 92532-1648,Riverside,DISTRIBUTION SOURCE,2018-05-09,65.0,UG/L,No,,
4966,CA1510031,BAKERSFIELD CITY OF,KERN,1510031-ACE-A,Panama-Buena Vista Union,Earl Warren Junior High,4615 Mountain Vista Drive Bakersfield CA 93311-3016,Kern,S1 DF gym foyer,2017-12-13,5.0,UG/L,No,,
7723,CA2910004,NEVADA ID - E GEORGE BANNER MOUNTAIN,NEVADA,2910004-AAC-A,Nevada City School District,Earle Jamieson Educational Options,112 Nevada City Highway Nevada City CA 95959,Nevada,Sink Faucet in the Kitchen of the Houser Building,2018-04-11,5.0,UG/L,No,,
12947,CA3710001,CAL-AM WATER CORONADO,SAN DIEGO,3710001-AAF-A,Coronado Unified School District ,Early Childhood Development Center (ECDC),199 6th St Coronado CA 92118,San Diego,Preschool Drinking Fountain in Bldg A,2017-05-24,5.0,UG/L,No,,
18580,CA4310014,CITY OF SUNNYVALE,SANTA CLARA,4310014-ACC-A,Cupertino Union,Early Horizons Preschool,1510 Lewiston Drive Sunnyvale CA 94087,Santa Clara,Early Horizons Breakroom,2018-05-30,5.0,UG/L,No,,
2335,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DCJ-A,Hayward Unified,East Avenue Elementary,2424 East Avenue Hayward CA 94541-5634,Alameda,Lower Df located to the right of Rm 28 on the second floor ,2018-02-14,5.0,UG/L,No,,
304,CA0110003,CALIFORNIA WATER SERVICE - LIVERMORE,ALAMEDA,0110003-AAE-A,Livermore Valley Joint Unified,East Avenue Middle,3951 East Avenue Livermore CA 94550-4830,Alameda,S1 DF bldg C10,2018-05-30,5.0,UG/L,No,,
4426,CA1510003,CWS - BAKERSFIELD,KERN,1510003-AAH-A,Kern High,East Bakersfield High,2200 Quincy Street Bakersfield CA 93306-4036,Kern,S1: Upper drinking fountain at student services (exterior),2017-05-23,5.0,UG/L,No,,
488,CA0110005,EAST BAY MUD,ALAMEDA,0110005-ACG-A,San Lorenzo Unified,East Bay Arts High,20450 Royal Ave Hayward CA 94541-4712,Alameda,EBA KF 1		KF	Kitchen Sink,2017-09-28,5.0,UG/L,No,,
2259,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DBH-A,Oakland Unified,East Bay Innovation Academy,3400 Malcolm Avenue Oakland CA 94605-5353,Alameda,Df by girls rr by main entrance to left,2018-02-06,5.0,UG/L,No,,
13556,CA3710010,HELIX WATER DISTRICT,SAN DIEGO,3710010-AHJ-A,Grossmont Union High School,East County Regional Education Center,924 East Main St El Cajon CA 92021,San Diego,IS Door DF,2017-10-25,5.0,UG/L,No,,
1191,CA0110005,EAST BAY MUD,ALAMEDA,0110005-BFF-B,Oakland Unified,East Oakland Pride Elementary,8000 Birch Street Oakland CA 94621-2123,Alameda,Tap	Sink in main office storage room - cold tap,2017-12-01,65.0,UG/L,No,,
16864,CA4110024,CITY OF EAST PALO ALTO,SAN MATEO,4110024-AAB-A,Sequoia Union High,East Palo Alto Academy,1050 Myrtle Street East Palo Alto CA 94303,San Mateo,Left drinking fountain next to Room 118,2017-02-22,5.0,UG/L,No,,
14658,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-BGB-A,San Diego Unified,East Village High,1405 Park Blvd San Diego CA 92101-4717,San Diego ,East interior wall of staff break room bubbler at sink,2017-04-28,5.0,UG/L,No,,
6272,CA1910174,SUBURBAN WATER SYSTEMS-WHITTIER,LOS ANGELES,1910174-AAH-A,East Whittier City Elementary,East Whittier Middle,14421 East Whittier Boulevard Whittier CA 90605-2188,Los Angeles,Cafeteria-Kitchen Faucet,2017-02-24,5.0,UG/L,No,,
8387,CA3010023,CITY OF NEWPORT BEACH,ORANGE,3010023-AAG-D,Newport-Mesa Unified,Eastbluff Elementary,2627 Vista del Oro Newport Beach CA 92660-3548,Orange,DRINKING FOUNTAIN OUTSIDE GIRLS RESTROOM D-2 BUILDING,2018-09-05,53.0,UG/L,No,,
18134,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-BEJ-A,Moreland,Easterbrook Discovery,4835 Doyle Road San Jose CA 95129-3246,Santa Clara,Sample Location 1,2018-01-10,5.0,UG/L,No,,
6827,CA2000727,MD 36 EASTIN ARCOLA,MADERA,2000727-AAB-A,Madera Unified,Eastin Arcola,29551 Avenue 8 Madera CA 93637-8508,Madera,SS#1 CAFETERIA FOUNTAIN,2018-08-22,5.0,UG/L,No,,
9110,CA3010092,IRVINE RANCH WATER DISTRICT,ORANGE,3010092-ABC-E,Irvine Unified,Eastshore Elementary,155 Eastshore Irvine CA 92604-4625,Orange,Kitchen,2017-10-11,527.0,UG/L,No,,
5515,CA1910059,SUBURBAN WATER SYSTEMS-LA MIRADA,LOS ANGELES,1910059-AAG-A,Norwalk-La Mirada Unified,Eastwood Elementary,15730 Pescados Drive La Mirada CA 90638-4999,Los Angeles,Multipurpose Kitchen Rinse Faucet,2018-06-01,5.0,UG/L,No,,
3998,CA1010007,CITY OF FRESNO,FRESNO,1010007-AHJ-A,Fresno Unified,Eaton Elementary,1451 East Sierra Avenue Fresno CA 93710-4313,Fresno,Â® Fount Â® Spigot by Storage		,2018-06-29,5.0,UG/L,No,,
1249,CA0110005,EAST BAY MUD,ALAMEDA,0110005-BGG-A,,Ecole Bilingue De Berkeley,1009 Heinz Avenue Berkeley CA 94710,Alameda,Tap	Elementary school 1st floor Kitchen sink used both for food prep/kitchen as well as drinking,2017-12-06,5.0,UG/L,No,,
16045,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BBI-A,,Ecole Notre Dame Des Victoires,659 Pine Street San Francisco CA 94108,San Francisco,Drinking fountain next to Room 5 and across from Primary Library on 2nd floor in Main Building,2018-02-01,5.0,UG/L,No,,
2054,CA0110005,EAST BAY MUD,ALAMEDA,0110005-CHA-A,San Ramon Valley Unified,Ed Center,699 Old Orchard Dr Danville CA 93526-4331,Contra Costa,Tap	Cold tap in staff kitchenÂ ,2017-12-22,5.0,UG/L,No,,
2698,CA0110006,CITY OF HAYWARD,ALAMEDA,0110006-ABA-A,Hayward Unified School District,Eden Area ROP,26316 Hesperian Blvd Hayward CA 94545,Alameda,Upright drinking fountain in Fire Science building,2018-06-06,5.0,UG/L,No,,
2706,CA0110006,CITY OF HAYWARD,ALAMEDA,0110006-ABB-D,Hayward Unified,Eden Gardens Elementary,2184 Thayer Avenue Hayward CA 94545-2925,Alameda,Drinking fountain at sink in Room 16,2018-03-22,10.0,UG/L,No,,
518,CA0110005,EAST BAY MUD,ALAMEDA,0110005-ADC-A,San Lorenzo Unified,Edendale Middle,16160 Ashland Avenue San Lorenzo CA 94580-1116,Alameda,EM KF 1		KF	Two sinks right side,2017-09-29,5.0,UG/L,No,,
6603,CA1910205,SUBURBAN WATER SYSTEMS-SAN JOSE,LOS ANGELES,1910205-ABB-A,West Covina Unified,Edgewood Middle,1625 West Durness West Covina CA 91790-3337,Los Angeles,Cafeteria Kitchen Faucet,2018-05-22,5.0,UG/L,No,,
