ID,PwsID,WaterSystemName,WaterSystemCounty,PSCODE,DISTRICT,SchoolName,SchoolAddress,SchoolCounty,SchoolSiteName,SAMPLE_DATE,RESULT,RPT_UNIT,Action_Level_Exceedance.,ALE_Follow_Up_Action,ALE_Follow_Up_Status
492,CA0110005,EAST BAY MUD,ALAMEDA,0110005-ACG-E,San Lorenzo Unified,East Bay Arts High,20450 Royal Ave Hayward CA 94541-4712,Alameda,EBA RF 5		RF	Restroom Sink weight room,2017-09-28,5,UG/L,No,NA,NA
2260,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DBH-B,Oakland Unified,East Bay Innovation Academy,3400 Malcolm Avenue Oakland CA 94605-5353,Alameda,Right df by garden,2018-02-06,5,UG/L,No,NA,NA
13557,CA3710010,HELIX WATER DISTRICT,SAN DIEGO,3710010-AHJ-B,Grossmont Union High School,East County Regional Education Center,924 East Main St El Cajon CA 92021,San Diego,Staff Lounge Sink,2017-10-25,5,UG/L,No,NA,NA
1191,CA0110005,EAST BAY MUD,ALAMEDA,0110005-BFF-B,Oakland Unified,East Oakland Pride Elementary,8000 Birch Street Oakland CA 94621-2123,Alameda,Tap	Sink in main office storage room - cold tap,2017-12-01,65,UG/L,No,NA,NA
16868,CA4110024,CITY OF EAST PALO ALTO,SAN MATEO,4110024-AAB-E,Sequoia Union High,East Palo Alto Academy,1050 Myrtle Street East Palo Alto CA 94303,San Mateo,Water bottle fill station in the gym next to boys locker room,2017-02-22,5,UG/L,No,NA,NA
14662,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-BGB-E,San Diego Unified,East Village High,1405 Park Blvd San Diego CA 92101-4717,San Diego ,East side of campus next to fence pedestal lower bubbler,2017-04-28,5,UG/L,No,NA,NA
6276,CA1910174,SUBURBAN WATER SYSTEMS-WHITTIER,LOS ANGELES,1910174-AAH-E,East Whittier City Elementary,East Whittier Middle,14421 East Whittier Boulevard Whittier CA 90605-2188,Los Angeles,Drinking Fountain outside of Classroom # 25,2017-02-24,5,UG/L,No,NA,NA
8387,CA3010023,CITY OF NEWPORT BEACH,ORANGE,3010023-AAG-D,Newport-Mesa Unified,Eastbluff Elementary,2627 Vista del Oro Newport Beach CA 92660-3548,Orange,DRINKING FOUNTAIN OUTSIDE GIRLS RESTROOM D-2 BUILDING,2018-09-05,53,UG/L,No,NA,NA
18138,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-BEJ-E,Moreland,Easterbrook Discovery,4835 Doyle Road San Jose CA 95129-3246,Santa Clara,Sample Location 5,2018-01-10,5,UG/L,No,NA,NA
6831,CA2000727,MD 36 EASTIN ARCOLA,MADERA,2000727-AAB-E,Madera Unified,Eastin Arcola,29551 Avenue 8 Madera CA 93637-8508,Madera,SS#5 FOUNTAIN,2018-08-22,5,UG/L,No,NA,NA
9110,CA3010092,IRVINE RANCH WATER DISTRICT,ORANGE,3010092-ABC-E,Irvine Unified,Eastshore Elementary,155 Eastshore Irvine CA 92604-4625,Orange,Kitchen,2017-10-11,527,UG/L,No,NA,NA
5519,CA1910059,SUBURBAN WATER SYSTEMS-LA MIRADA,LOS ANGELES,1910059-AAG-E,Norwalk-La Mirada Unified,Eastwood Elementary,15730 Pescados Drive La Mirada CA 90638-4999,Los Angeles,Building J Outside Fountain,2018-06-01,5,UG/L,No,NA,NA
4002,CA1010007,CITY OF FRESNO,FRESNO,1010007-AHJ-E,Fresno Unified,Eaton Elementary,1451 East Sierra Avenue Fresno CA 93710-4313,Fresno,Â® Fount Next to Rm K-1		,2018-06-29,5,UG/L,No,NA,NA
19574,CA5010019,TURLOCK CITY OF,STANISLAUS,5010019-AAE-C,Turlock Unified,eCademy Charter at Crane,1100 Cahill Avenue Turlock CA 95380-4102,Stanislaus,A1 - sink,2018-05-03,692,UG/L,No,NA,NA
1253,CA0110005,EAST BAY MUD,ALAMEDA,0110005-BGG-E,NA,Ecole Bilingue De Berkeley,1009 Heinz Avenue Berkeley CA 94710,Alameda,Fountain	2nd floor of middle school at top of stairs Left fountain sampled,2017-12-06,5,UG/L,No,NA,NA
16049,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BBI-E,NA,Ecole Notre Dame Des Victoires,659 Pine Street San Francisco CA 94108,San Francisco,Drinking fountain at fountain-bottle filling station between cafeteria entrance and gym entrance in courtyard,2018-02-01,5,UG/L,No,NA,NA
2058,CA0110005,EAST BAY MUD,ALAMEDA,0110005-CHA-E,San Ramon Valley Unified,Ed Center,699 Old Orchard Dr Danville CA 93526-4331,Contra Costa,Tap	Cold tap in building D kitchenÂ ,2017-12-22,5,UG/L,No,NA,NA
2702,CA0110006,CITY OF HAYWARD,ALAMEDA,0110006-ABA-E,Hayward Unified School District,Eden Area ROP,26316 Hesperian Blvd Hayward CA 94545,Alameda,Sink faucet in Dental classroom in Building C,2018-06-06,5,UG/L,No,NA,NA
2706,CA0110006,CITY OF HAYWARD,ALAMEDA,0110006-ABB-D,Hayward Unified,Eden Gardens Elementary,2184 Thayer Avenue Hayward CA 94545-2925,Alameda,Drinking fountain at sink in Room 16,2018-03-22,10,UG/L,No,NA,NA
522,CA0110005,EAST BAY MUD,ALAMEDA,0110005-ADC-E,San Lorenzo Unified,Edendale Middle,16160 Ashland Avenue San Lorenzo CA 94580-1116,Alameda,EM DF 5		DF	Outside DF 3 bubblers left side,2017-09-29,5,UG/L,No,NA,NA
6607,CA1910205,SUBURBAN WATER SYSTEMS-SAN JOSE,LOS ANGELES,1910205-ABB-E,West Covina Unified,Edgewood Middle,1625 West Durness West Covina CA 91790-3337,Los Angeles,Outside Fountain,2018-05-22,5,UG/L,No,NA,NA
7962,CA3010001,CITY OF ANAHEIM,ORANGE,3010001-ACJ-E,Anaheim Elementary,Edison (Thomas) Elementary,1526 East Romneya Drive Anaheim CA 92805-1214,Orange,#5,2018-04-11,5,UG/L,No,NA,NA
15787,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-AFJ-D,San Francisco Unified,Edison Charter Academy,3531 22nd Street San Francisco CA 94114-3405,San Francisco,Upper drinking fountain between Boys Bathroom and Custodian Room #142 on 1st floor of Main Building,2017-10-24,5,UG/L,No,NA,NA
3849,CA1010007,CITY OF FRESNO,FRESNO,1010007-AEI-E,Fresno Unified,Edison Computech,555 East Belgravia Fresno CA 93706-4806,Fresno,Â® Fount GYM North East Wall		,2018-06-13,5,UG/L,No,NA,NA
887,CA0110005,EAST BAY MUD,ALAMEDA,0110005-AJG-D,Alameda Unified,Edison Elementary,2700 Buena Vista Avenue Alameda CA 94501-1610,Alameda,Fountain	Outside fountain in playground ,2017-11-16,5,UG/L,No,NA,NA
8731,CA3010053,CITY OF HUNTINGTON BEACH,ORANGE,3010053-AAD-E,Huntington Beach Union High,Edison High,21400 Magnolia Huntington Beach CA 92646-6306,Orange,100 Building Hallway Drinking Fountain,2017-12-07,5,UG/L,No,NA,NA
4711,CA1510006,EAST NILES CSD,KERN,1510006-AAJ-D,Edison Elementary,Edison Middle,721 South Edison Road Bakersfield CA 93307-9147,Kern,Gym Lobby Drinking Fountain,2017-12-05,5,UG/L,No,NA,NA
17328,CA4310007,CITY OF MOUNTAIN VIEW,SANTA CLARA,4310007-AAI-D,Mountain View Whisman,Edith Landels Elementary,115 West Dana Street Mountain View CA 94041-1406,Santa Clara,Room 18 Sink,2017-11-22,5,UG/L,No,NA,NA
10575,CA3410008,ELK GROVE WATER SERVICE,SACRAMENTO,3410008-AAG-E,Elk Grove Unified,Edna Batey Elementary,9421 Stonebrook Drive Elk Grove CA 95624-6089,Sacramento,Administration Lounge,2017-09-12,5,UG/L,No,NA,NA
1884,CA0110005,EAST BAY MUD,ALAMEDA,0110005-CDI-B,Oakland Unified,Edna Brewer Middle,3748 13th Avenue Oakland CA 94610-2820,Alameda,Tap	Sink TW Kitchen food prep,2017-12-19,12,UG/L,No,NA,NA
6997,CA2110002,MARIN MUNICIPAL WATER DISTRICT,MARIN,2110002-ADB-E,Mill Valley Elementary,Edna Maguire Elementary,80 Lomita Drive Mill Valley CA 94941-1464,Marin,MPR inside bathroom DF ,2018-04-27,5,UG/L,No,NA,NA
11683,CA3410029,SCWA - LAGUNA/VINEYARD,SACRAMENTO,3410029-ABI-E,Elk Grove Unified,Edward Harris Jr Middle,8691 Power Inn Road Elk Grove CA 95624-3467,Sacramento,Ext D/F Building MG just outside of room # 7 (faces south),2017-11-28,5,UG/L,No,NA,NA
11283,CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,3410020-AGH-C,Sacramento City Unified,Edward Kemble Elementary,7495 29th Street Sacramento CA 95822-5525,Sacramento,Exterior drinking fountain northeast of room 8 (#3 on map),2017-09-28,96,UG/L,No,NA,NA
1063,CA0110005,EAST BAY MUD,ALAMEDA,0110005-BDA-E,West Contra Costa Unified,Edward M Downer Elementary,1231 18th Street San Pablo CA 94806-4731,Contra Costa,Fountain	Lower across teachers lounge ,2017-11-28,5,UG/L,No,NA,NA
19252,CA4810008,CITY OF VACAVILLE,SOLANO,4810008-AAF-A,Vacaville Unified,Edwin Markham Elementary,101 Markham Avenue Vacaville CA 95688-2312,Solano,Cafeteria Kitchen Sink,2018-02-20,6,UG/L,No,NA,NA
14367,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-BAC-E,San Diego Unified,Einstein Academy,3035 Ash Street San Diego CA 92102-1718,San Diego,2 story classroom building 2nd floor adjacent to staircase across from room 9 dual bubbler fountain right bubbler,2017-04-27,5,UG/L,No,NA,NA
11959,CA3610004,WEST VALLEY WATER DISTRICT,SAN BERNARDINO,3610004-ABB-E,Rialto Unified,Eisenhower Senior High,1321 North Lilac Avenue Rialto CA 92376-3201,San Bernardino,F5,2018-09-18,62,UG/L,No,NA,NA
13464,CA3710010,HELIX WATER DISTRICT,SAN DIEGO,3710010-AFB-E,Cajon Valley Union,EJE Academies,851 South Johnson Avenue El Cajon CA 92020-5811,San Diego,Kgarten Plygrd OS L DF,2017-05-11,5,UG/L,No,NA,NA
13425,CA3710010,HELIX WATER DISTRICT,SAN DIEGO,3710010-ADJ-E,NA,El Cajon Seventh-day Adventist,1640 East Madison Avenue El Cajon CA 92019,San Diego,Knox Auditorium Kitchen Sink R,2017-04-21,5,UG/L,No,NA,NA
13396,CA3710010,HELIX WATER DISTRICT,SAN DIEGO,3710010-ADD-E,Grossmont Union High,El Cajon Valley High,1035 East Madison Avenue El Cajon CA 92021,San Diego,5,2017-03-31,5,UG/L,No,NA,NA
13565,CA3710010,HELIX WATER DISTRICT,SAN DIEGO,3710010-AIC-E,Grossmont Union High,El Cajon Valley High/EC Adult Center,1035 East Madison Ave El Cajon CA 92021-6226,San Diego,Boys RR 915 OS Upper DF,2017-03-31,5,UG/L,No,NA,NA
16996,CA4210006,LOMPOC-CITY WATER UTILITY DIV,SANTA BARBARA,4210006-ABB-Z,Lompoc Unified School District,El Camino Adult Education,320 North J Street Lompoc CA 93436,Santa Barbara,DISTRIBUTION SOURCE,2018-04-25,5,UG/L,No,NA,NA
16898,CA4210004,GOLETA WATER DISRICT,SANTA BARBARA,4210004-AAE-E,Goleta Union Elementary,El Camino Elementary,5020 San Simeon Drive Santa Barbara CA 93111-2129,Santa Barbara,Kitchen,2017-03-16,5,UG/L,No,NA,NA
10540,CA3410007,DEL PASO MANOR COUNTY WATER DI,SACRAMENTO,3410007-AAB-E,San Juan Unified,El Camino Fundamental High,4300 El Camino Avenue Sacramento CA 95821-6702,Sacramento,Drinking fountain near cafateria,2017-12-19,5,UG/L,No,NA,NA
13708,CA3710014,OCEANSIDE CITY OF,SAN DIEGO,3710014-ACC-E,Oceanside Unified,El Camino High,400 Rancho del Oro Drive Oceanside CA 92057-8316,San Diego,3710014-ECHS-5,2017-04-06,5,UG/L,No,NA,NA
8545,CA3010035,GOLDEN STATE WC - PLACENTIA,ORANGE,3010035-ABC-C,Placentia-Yorba Linda Unified,El Camino Real Continuation High,1351 East Orangethorpe Avenue Placentia CA 92870-5302,Orange,Drinking Fountain_105,2018-03-01,5,UG/L,No,NA,NA
7254,CA2410009,CITY OF MERCED,MERCED,2410009-ACB-E,Merced Union High,El Capitan High,100 West Farmland Merced CA 95348-8632,Merced,Bottle filler near athletic fields,2017-10-10,5,UG/L,No,NA,NA
3766,CA1010007,CITY OF FRESNO,FRESNO,1010007-ACJ-E,Central Unified,El Capitan Middle,4443 West Weldon Avenue Fresno CA 93722-5440,Fresno,Tall Fountain outside D-6,2018-04-10,5,UG/L,No,NA,NA
17371,CA4310009,CITY OF PALO ALTO,SANTA CLARA,4310009-AAG-E,Palo Alto Unified,El Carmelo Elementary,3024 Bryant Street Palo Alto CA 94306-2335,Santa Clara,Drinking Fountain RM 16 (AAG_E),2018-09-11,5,UG/L,No,NA,NA
7665,CA2810003,NAPA CITY OF,NAPA,2810003-ABF-C,Napa Valley Unified,El Centro Elementary,1480 El Centro Avenue Napa CA 94558-1945,Napa,Across from Restrooms Next to Exit,2018-04-11,5,UG/L,No,NA,NA
4307,CA1310004,EL CENTRO CITY OF,IMPERIAL,1310004-AAD-A,El Centro Elementary,El Centro Elementary School District Office,1256 Broadwy El Centro CA 92243,Imperial,Office 2 Hosebib,2017-08-22,66,UG/L,No,NA,NA
557,CA0110005,EAST BAY MUD,ALAMEDA,0110005-ADJ-E,West Contra Costa Unified,El Cerrito High,540 Ashbury Avenue El Cerrito CA 94530-3299,Contra Costa,Fountain	Taller 2nd floor across B208,2017-10-31,5,UG/L,No,NA,NA
8491,CA3010035,GOLDEN STATE WC - PLACENTIA,ORANGE,3010035-AAB-E,Placentia-Yorba Linda Unified,El Dorado High,1651 North Valencia Avenue Placentia CA 92870-3030,Orange,Fountain_Gym,2018-02-14,5,UG/L,No,NA,NA
3216,CA0710003,CONTRA COSTA WATER DISTRICT,CONTRA COSTA,0710003-AAE-E,Mt Diablo Unified,El Dorado Middle,1750 West Street Concord CA 94521-1008,Contra Costa,High DF outside A wing boys bathroom,2017-12-20,5,UG/L,No,NA,NA
3609,CA0910001,EL DORADO ID - MAIN,EL DORADO,0910001-AAF-E,El Dorado Office of Education,El Dorado Office of Education,6767 Green Valley Rd Placerville CA 95667,El Dorado,EDOE Food Prep Sink,2017-08-22,5,UG/L,No,NA,NA
7449,CA2710010,CWSC SALINAS,MONTEREY,2710010-AAI-E,Salinas City Elementary,El Gabilan Elementary,1256 Linwood Drive Salinas CA 93906-3328,Monterey,water fountain on playground outside rm 12,2017-10-18,5,UG/L,No,NA,NA
3326,CA0710003,CONTRA COSTA WATER DISTRICT,CONTRA COSTA,0710003-ACG-E,Mt Diablo Unified,El Monte Elementary,1400 Dina Drive Concord CA 94518-1222,Contra Costa,Left Fountain Near Classroom 11,2017-12-22,5,UG/L,No,NA,NA
5466,CA1910039,SAN GABRIEL VALLEY WATER CO-EL MONTE,LOS ANGELES,1910039-AAD-A,El Monte Union High,El Monte Union High School Community Day,5050 Kings Row El Monte CA 91731-5405,Los Angeles,Bungalo Drinking Water Fountain,2018-05-22,5,UG/L,No,NA,NA
9704,CA3310009,EASTERN MUNICIPAL WD,RIVERSIDE,3310009-ACB-E,Val Verde Unified,El Potrero Pre-School,16820 Via Pamplona Drive Moreno Valley CA 92551-2146,Riverside,EPP Room 15,2018-04-18,5,UG/L,No,NA,NA
17184,CA4310004,CITY OF GILROY,SANTA CLARA,4310004-AAE-A,Gilroy Unified,El Roble Elementary,930 Third Street Gilroy CA 95020-4915,Santa Clara,A-water fountain south side of bldg c,2017-06-06,5,UG/L,No,NA,NA
5364,CA1910026,COMPTON-CITY WATER DEPT,LOS ANGELES,1910026-AAG-B,Compton Unified,El Segundo School,1480 W El Segundo Blvd Compton CA 90249,Los Angeles,kitchen prep sink,2018-05-01,5,UG/L,No,NA,NA
10603,CA3410009,FAIR OAKS WATER DISTRICT,SACRAMENTO,3410009-AAE-C,San Juan Unified,El Sereno Alternative Education,10700 Fair Oaks Boulevard Fair Oaks CA 95628-7213,Sacramento,Room 1,2017-09-13,53,UG/L,No,NA,NA
17260,CA4310006,CITY OF MORGAN HILL,SANTA CLARA,4310006-AAH-Z,Morgan Hill Unified,El Toro Elementary,455 East Main Avenue Morgan Hill CA 95037-3745,Santa Clara,DISTRIBUTION SOURCE,2018-02-15,5,UG/L,No,NA,NA
15011,CA3710025,SWEETWATER AUTHORITY,SAN DIEGO,3710025-AAE-D,National Elementary,El Toyon Elementary,2000 East Division Street National City CA 91950-1823,San Diego,South exterior between Admin and Lounge (left bubbler),2017-04-11,6,UG/L,No,NA,NA
11169,CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,3410020-AED-G,Sacramento City Unified,Elder Creek Elementary,7934 Lemon Hill Avenue Sacramento CA 95824-3345,Sacramento,Kitchen sink inside PS4 (Children Center),2018-04-10,5,UG/L,No,NA,NA
2712,CA0110006,CITY OF HAYWARD,ALAMEDA,0110006-ABC-E,Hayward Unified,Eldridge Elementary,26825 Eldridge Avenue Hayward CA 94544-3729,Alameda,DRINKING FOUNTAIN AT SINK IN ROOM 407,2018-03-29,5,UG/L,No,NA,NA
10415,CA3410001,SACRAMENTO SUBURBAN WATER DISTRICT,SACRAMENTO,3410001-ACC-C,Sacramento County Office of Education,Elinor Lincoln Hickey Jr/Sr High,2040 Ethan Wy Sacramento CA 95825-0118,Sacramento,Faucet in MPR Kitchen Prep Sink,2017-08-16,5,UG/L,No,NA,NA
17185,CA4310004,CITY OF GILROY,SANTA CLARA,4310004-AAF-A,Gilroy Unified,Eliot Elementary,475 Old Gilroy Street Gilroy CA 95020-6214,Santa Clara,A-water fountain blacktop west of multi purpose room,2017-05-31,96,UG/L,No,NA,NA
19261,CA4810008,CITY OF VACAVILLE,SOLANO,4810008-AAG-E,Vacaville Unified,Elise P Buckingham Charter Magnet High,188-B Bella Vista Road Vacaville CA 95687-3719,Solano,Building 194 Drinking Fountain by Room 106,2018-02-22,5,UG/L,No,NA,NA
13401,CA3710010,HELIX WATER DISTRICT,SAN DIEGO,3710010-ADE-E,Grossmont Union High,Elite/REACH Academy,230 Jamacha Boulevard El Cajon CA 92019-2359,San Diego,Sensory Rm OS Upper DF,2017-03-31,5,UG/L,No,NA,NA
11633,CA3410029,SCWA - LAGUNA/VINEYARD,SACRAMENTO,3410029-AAI-E,Elk Grove Unified,Elitha Donner Elementary,9461 Soaring Oaks Drive Elk Grove CA 95758-1075,Sacramento,Ext Wall Mounted D/F by Girlâ€™s Restroom behind E-9,2017-12-14,5,UG/L,No,NA,NA
11717,CA3410029,SCWA - LAGUNA/VINEYARD,SACRAMENTO,3410029-ACF-E,Elk Grove Unified,Elizabeth Pinkerton Middle,8365 Whitelock Parkway Elk Grove CA 95757-5930,Sacramento,Ext Wall Mounted D/F Building MF (north side by boyâ€™s restroom & room MF-5),2017-12-07,5,UG/L,No,NA,NA
3864,CA1010007,CITY OF FRESNO,FRESNO,1010007-AFB-E,Fresno Unified,Elizabeth Terronez Middle,2300 South Willow Fresno CA 93725-5106,Fresno,Kitchen Pot Filler		,2018-06-14,5,UG/L,No,NA,NA
19511,CA5010010,MODESTO CITY OF,STANISLAUS,5010010-ABH-E,Sylvan Union Elementary,Elizabeth Ustach Middle,2701 Kodiak Drive Modesto CA 95355-9256,Stanislaus,Multi-Purpose Room: Kitchen Sink,2018-04-21,5,UG/L,No,NA,NA
11712,CA3410029,SCWA - LAGUNA/VINEYARD,SACRAMENTO,3410029-ACE-D,Elk Grove Unified,Elk Grove Charter,10065 Atkins Drive Elk Grove CA 95757-4309,Sacramento,Int Bubbler inside classroom A102,2017-12-06,5,UG/L,No,NA,NA
10585,CA3410008,ELK GROVE WATER SERVICE,SACRAMENTO,3410008-AAI-E,Elk Grove Unified,Elk Grove Elementary,9373 Crowell Drive Elk Grove CA 95624-3562,Sacramento,Nurses Office,2017-09-13,5,UG/L,No,NA,NA
10555,CA3410008,ELK GROVE WATER SERVICE,SACRAMENTO,3410008-AAC-E,Elk Grove Unified,Elk Grove High,9800 Elk Grove-Florin Road Elk Grove CA 95624-2549,Sacramento,East Entrance/Exit of Cafeteria,2017-09-14,5,UG/L,No,NA,NA
4036,CA1110002,CAL-WATER SERVICE CO-HAMILTON CITY,GLENN,1110002-AAB-B,Hamilton Unified,Ella Barkley High,Highway 32 And Los Robles Street 300 Sixth Street Hamilton City CA 95951-0488,Glenn,S2 Sink Faucet inside bldg 300A,2018-05-24,5,UG/L,No,NA,NA
10559,CA3410008,ELK GROVE WATER SERVICE,SACRAMENTO,3410008-AAD-D,Elk Grove Unified,Ellen Feickert Elementary,9351 Feickert Drive Elk Grove CA 95624-2800,Sacramento,Playground,2017-09-13,93,UG/L,No,NA,NA
1019,CA0110005,EAST BAY MUD,ALAMEDA,0110005-BCB-E,West Contra Costa Unified,Ellerhorst Elementary,3501 Pinole Valley Road Pinole CA 94564-1299,Contra Costa,Fountain	Lower by main office outside,2017-11-21,5,UG/L,No,NA,NA
16386,CA3910004,LODI CITY OF,SAN JOAQUIN,3910004-AAD-E,Lodi Unified,Ellerth E Larson Elementary,2375 Giannoni Way Lodi CA 95242-4795,San Joaquin,Playground,2018-04-11,5,UG/L,No,NA,NA
11638,CA3410029,SCWA - LAGUNA/VINEYARD,SACRAMENTO,3410029-AAJ-E,Elk Grove Unified,Elliott Ranch Elementary,10000 East Taron Drive Elk Grove CA 95757-8194,Sacramento,Ext Wall Mount D/F in kindergarten playground,2017-12-13,5,UG/L,No,NA,NA
18516,CA4310014,CITY OF SUNNYVALE,SANTA CLARA,4310014-AAF-E,Sunnyvale,Ellis Elementary,550 East Olive Avenue Sunnyvale CA 94086-6345,Santa Clara,Outside Drinking Fountain By Room 24,2017-04-18,5,UG/L,No,NA,NA
16903,CA4210004,GOLETA WATER DISRICT,SANTA BARBARA,4210004-AAF-E,Goleta Union Elementary,Ellwood Elementary,7686 Hollister Avenue Goleta CA 93117-2439,Santa Barbara,Mulitpurpose Room,2017-03-17,76,UG/L,No,NA,NA
1892,CA0110005,EAST BAY MUD,ALAMEDA,0110005-CDJ-E,Oakland Unified,Elmhurst Community Prep,1800 98th Avenue Oakland CA 94603-2702,Alameda,Tap	Tap in main office,2017-12-19,5,UG/L,No,NA,NA
10022,CA3310012,ELSINORE VALLEY MWD,RIVERSIDE,3310012-ABA-Z,Lake Elsinore Unified,Elsinore High,21800 Canyon Drive Wildomar CA 92595-9181,Riverside,DISTRIBUTION SOURCE,2018-04-26,5,UG/L,No,NA,NA
13277,CA3710010,HELIX WATER DISTRICT,SAN DIEGO,3710010-AAH-E,Cajon Valley Union,Emerald Middle,1221 South Emerald Avenue El Cajon CA 92020-7315,San Diego,Gym W Hallway OS Mens RR Upper DF,2017-03-29,5,UG/L,No,NA,NA
1422,CA0110005,EAST BAY MUD,ALAMEDA,0110005-BII-Q,Berkeley Unified,Emerson Elementary,2800 Forest Avenue Berkeley CA 94705-1309,Alameda,Tap room 1 ,2018-06-06,5,UG/L,No,NA,NA
4498,CA1510003,CWS - BAKERSFIELD,KERN,1510003-ACE-E,Bakersfield City,Emerson Middle,801 Fourth Street Bakersfield CA 93304-2220,Kern,S5 DF kitchen south side outside,2017-11-08,5,UG/L,No,NA,NA
5195,CA1910001,CITY OF ALHAMBRA,LOS ANGELES,1910001-AAH-D,Alhambra Unified,Emery Park Elementary,2821 West Commonwealth Avenue Alhambra CA 91803-1099,Los Angeles,Main Entrance Drinking Fountain,2017-09-01,58,UG/L,No,NA,NA
303,CA0110003,CALIFORNIA WATER SERVICE - LIVERMORE,ALAMEDA,0110003-AAD-E,Livermore Valley Joint Unified,Emma C Smith Elementary,391 Ontario Drive Livermore CA 94550-5249,Alameda,S5 DF bldg A4-k2,2018-05-30,5,UG/L,No,NA,NA
2984,CA0410002,CAL-WATER SERVICE CO-CHICO,BUTTE,0410002-AAG-E,Chico Unified,Emma Wilson Elementary,1530 West Eighth Avenue Chico CA 95926-7155,Butte,S5 DF unit B rm 9,2018-02-28,5,UG/L,No,NA,NA
12974,CA3710001,CAL-AM WATER CORONADO,SAN DIEGO,3710001-ABA-E,South Bay Union,Emory Elementary,1915 Coronado Avenue San Diego CA 92154-2021,San Diego,Bldg G Sink & Fountain Outside Classroom 8 (oldest-1920s),2017-05-24,5,UG/L,No,NA,NA
6236,CA1910157,SUNNY SLOPE WATER CO,LOS ANGELES,1910157-AAE-B,Temple City Unified,Emperor Elementary,6415 Muscatel Avenue San Gabriel CA 91775-1845,Los Angeles,OutByLoungeDoor-Bubbler,2018-05-30,81,UG/L,No,NA,NA
17695,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-AFG-E,San Jose Unified,Empire Gardens Elementary,1060 East Empire Street San Jose CA 95112-1715,Santa Clara,Classroom 26 drinking fountain in classroom sink,2017-09-15,5,UG/L,No,NA,NA
10740,CA3410014,FOLSOM CITY OF - MAIN,SACRAMENTO,3410014-AAF-C,Folsom-Cordova Unified,Empire Oaks Elementary,1830 Bonhill Drive Folsom CA 95630-6107,Sacramento,MP Building Kitchen Prep Sink,2018-05-02,68,UG/L,No,NA,NA
13610,CA3710014,OCEANSIDE CITY OF,SAN DIEGO,3710014-AAC-D,Vista Unified,Empresa Elementary,4850 Avenida Empresa Oceanside CA 92056-6541,San Diego,	3710014-EES-D,2017-03-14,5,UG/L,No,NA,NA
13934,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-AAJ-D,San Diego Unified,Encanto Elementary,822 65th Street San Diego CA 92114-2818,San Diego,200 BLDG upper level SW corner far right bubbler on triple fountain,2017-04-04,919,UG/L,No,NA,NA
9884,CA3310009,EASTERN MUNICIPAL WD,RIVERSIDE,3310009-AFI-C,Perris Elementary,Enchanted Hills Elementary,1357 Mount Baldy Street Perris CA 92570-1884,Riverside,EHE MPR/Kitchen,2018-06-12,5,UG/L,No,NA,NA
11798,CA3410045,CALAM - ARDEN,SACRAMENTO,3410045-AAC-E,San Juan Unified,Encina Preparatory High,1400 Bell Street Sacramento CA 95825-2303,Sacramento,DF Inside T6 Adjacent T1,2017-08-24,5,UG/L,No,NA,NA
1073,CA0110005,EAST BAY MUD,ALAMEDA,0110005-BDC-E,Alameda Unified,Encinal Junior/Senior High,210 Central Avenue Alameda CA 94501-3246,Alameda,Fountain	Lower Right Fountain Near Menâ€™s Bathroom 111 (Gym),2017-11-28,5,UG/L,No,NA,NA
1184,CA0110005,EAST BAY MUD,ALAMEDA,0110005-BFD-E,Oakland Unified,EnCompass Academy Elementary,1025 81st Ave Oakland CA 94621-2455,Alameda,Fountain	Lower outside next to garden ,2017-12-01,5,UG/L,No,NA,NA
